manufacturer,asset_sha256,source_url,pdf_page,raw_text,context,verification
twiflex,644a8ed2bafcf3c662d28f8464a6b1c717abb65c356e1a00cfb5b38cb38b47db,https://www.twiflex.com/-/media/project/altramotion/shared/files/literature/brand/twiflex-limited/catalogs/p-1648-tf.pdf?rev=920b53b1879149a08c1962382d264058,10,diameter is 250mm (10 in).,"                                    The Twiflex MS series of disc brake calipers is suitable for
                                    use with a disc thickness of 12.7mm (0.5 in). Minimum disc
                                    diameter is 250mm (10 in).
                                    Normally one or two calipers are used per disc, mounted
                                    horizontally (i.e. at the 3 o’clock or 9 o’clock position) to",unreviewed extraction; not a design input
twiflex,644a8ed2bafcf3c662d28f8464a6b1c717abb65c356e1a00cfb5b38cb38b47db,https://www.twiflex.com/-/media/project/altramotion/shared/files/literature/brand/twiflex-limited/catalogs/p-1648-tf.pdf?rev=920b53b1879149a08c1962382d264058,10,7                   Disc Diameter mm                                                                   250300                                      350                                              400                                                        460                                                       515                                                                                                             610,"                                                                                                                                                                                                                                                 (lb-ft)
                                  MSA      Pneumatically Applied – Spring Released(in)                  (10)                                    (12)                                       (14)                                        (16)                                                     (18)                                                     (20)                                                                                                        (24)
        7                   Disc Diameter mm                                                                   250300                                      350                                              400                                                        460                                                       515                                                                                                             610
(102)                                                                                                                                                                                                                                                                                                                                                                                                     (in)                                                                  (10)                           (12)                             (14)                              (16)                                       (18)                                   (20)                                                           (24)
   (87)6                                                                                                                                                                                                                                                                                                                                                         (102)",unreviewed extraction; not a design input
twiflex,644a8ed2bafcf3c662d28f8464a6b1c717abb65c356e1a00cfb5b38cb38b47db,https://www.twiflex.com/-/media/project/altramotion/shared/files/literature/brand/twiflex-limited/catalogs/p-1648-tf.pdf?rev=920b53b1879149a08c1962382d264058,10,Braking Torque Nm (ft lb)                                                                                                                                                                                                                  Maximum Pressure 7 bar (102 psi)                                                                                                                                                                                                         (43),"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             (58)
                                               (74)                                                                   (148)                                                                (221)                                                             (295)                                                               (369)                                                              (443)                                                                (516)                                                               (590)
                                                                                                                         Braking Torque Nm (ft lb)                                                                                                                                                                                                                  Maximum Pressure 7 bar (102 psi)                                                                                                                                                                                                         (43)
                                                                                                                                                                                                                                                                                                                                                                    Maximum Braking Force = 2.76kN @ 7 bar (620.47 lbf @ 102 psi)                                                                                                                        (lb-ft)                                             (29)
                                                                                                                                                                                                                                                                                                                                                                    Weight of caliper and thruster — 2.8kg (6.17 lb)                                                                                    (lb-ft)                               (lb-ft)                                                        (15)",unreviewed extraction; not a design input
twiflex,644a8ed2bafcf3c662d28f8464a6b1c717abb65c356e1a00cfb5b38cb38b47db,https://www.twiflex.com/-/media/project/altramotion/shared/files/literature/brand/twiflex-limited/catalogs/p-1648-tf.pdf?rev=920b53b1879149a08c1962382d264058,10,Maximum Braking Force = 2.76kN @ 7 bar (620.47 lbf @ 102 psi)                                                                                                                        (lb-ft)                                             (29),"                                               (74)                                                                   (148)                                                                (221)                                                             (295)                                                               (369)                                                              (443)                                                                (516)                                                               (590)
                                                                                                                         Braking Torque Nm (ft lb)                                                                                                                                                                                                                  Maximum Pressure 7 bar (102 psi)                                                                                                                                                                                                         (43)
                                                                                                                                                                                                                                                                                                                                                                    Maximum Braking Force = 2.76kN @ 7 bar (620.47 lbf @ 102 psi)                                                                                                                        (lb-ft)                                             (29)
                                                                                                                                                                                                                                                                                                                                                                    Weight of caliper and thruster — 2.8kg (6.17 lb)                                                                                    (lb-ft)                               (lb-ft)                                                        (15)
                                                                                                                                                                                                                                                                                                                                                                    Weight of thruster only                                                                                                                                                                                             — 1.3kg (2.87 lb)",unreviewed extraction; not a design input
twiflex,644a8ed2bafcf3c662d28f8464a6b1c717abb65c356e1a00cfb5b38cb38b47db,https://www.twiflex.com/-/media/project/altramotion/shared/files/literature/brand/twiflex-limited/catalogs/p-1648-tf.pdf?rev=920b53b1879149a08c1962382d264058,10,Maximum Pressure 7 bar (102 psi),"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         (lb-ft)                               (lb-ft)

                                                                                                                                                                                                                                                                                                                                                                    Maximum Pressure 7 bar (102 psi)
                                                                                                                                                                                                                                                                                                                                                                    Maximum Braking Force = 1.44kN @ 7 bar (323.72 @ 102 psi)
                                                                                                                                                                                                                                                                                                                                                                    Weight of caliper and thruster – 2.5kg (5.51 lb)",unreviewed extraction; not a design input
twiflex,644a8ed2bafcf3c662d28f8464a6b1c717abb65c356e1a00cfb5b38cb38b47db,https://www.twiflex.com/-/media/project/altramotion/shared/files/literature/brand/twiflex-limited/catalogs/p-1648-tf.pdf?rev=920b53b1879149a08c1962382d264058,10,Maximum Braking Force = 1.44kN @ 7 bar (323.72 @ 102 psi),"
                                                                                                                                                                                                                                                                                                                                                                    Maximum Pressure 7 bar (102 psi)
                                                                                                                                                                                                                                                                                                                                                                    Maximum Braking Force = 1.44kN @ 7 bar (323.72 @ 102 psi)
                                                                                                                                                                                                                                                                                                                                                                    Weight of caliper and thruster – 2.5kg (5.51 lb)
                                                                                                                                                                                                                                                                                                                                                                    Weight thruster only – 1.0kg (2.20 lb)",unreviewed extraction; not a design input
twiflex,644a8ed2bafcf3c662d28f8464a6b1c717abb65c356e1a00cfb5b38cb38b47db,https://www.twiflex.com/-/media/project/altramotion/shared/files/literature/brand/twiflex-limited/catalogs/p-1648-tf.pdf?rev=920b53b1879149a08c1962382d264058,11,Maximum Pressure 7 bar (102 psi)                                                                                                                                                                                                                                                            Weight of thruster only – 0.41kg (.90 lb),"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     (lb-ft)                                                   (lb-ft)

                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Maximum Pressure 7 bar (102 psi)                                                                                                                                                                                                                                                            Weight of thruster only – 0.41kg (.90 lb)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Maximum Braking Force = 0.29kN @ 7 bar                                                                                                                                                                                                                                                      Volume displacement of thruster at full
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      (65.19 lbf @ 102 psi)(in)                                                              (10)                           (12)                            (14)                        (16)                                       (18)                                    (20)                                                                           (24)stroke = 8ml (0.27 fl oz)",unreviewed extraction; not a design input
twiflex,644a8ed2bafcf3c662d28f8464a6b1c717abb65c356e1a00cfb5b38cb38b47db,https://www.twiflex.com/-/media/project/altramotion/shared/files/literature/brand/twiflex-limited/catalogs/p-1648-tf.pdf?rev=920b53b1879149a08c1962382d264058,11,Maximum Braking Force = 0.29kN @ 7 bar                                                                                                                                                                                                                                                      Volume displacement of thruster at full,"
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Maximum Pressure 7 bar (102 psi)                                                                                                                                                                                                                                                            Weight of thruster only – 0.41kg (.90 lb)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Maximum Braking Force = 0.29kN @ 7 bar                                                                                                                                                                                                                                                      Volume displacement of thruster at full
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      (65.19 lbf @ 102 psi)(in)                                                              (10)                           (12)                            (14)                        (16)                                       (18)                                    (20)                                                                           (24)stroke = 8ml (0.27 fl oz)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Weight of caliper and thruster – 1.91kg (4.21 lb)",unreviewed extraction; not a design input
twiflex,644a8ed2bafcf3c662d28f8464a6b1c717abb65c356e1a00cfb5b38cb38b47db,https://www.twiflex.com/-/media/project/altramotion/shared/files/literature/brand/twiflex-limited/catalogs/p-1648-tf.pdf?rev=920b53b1879149a08c1962382d264058,11,Maximum Pressure 7 bar (102 psi)                                                                                                                                                                                                                                               Weight of thruster only - 0.39kg (0.86 lb)(lb-ft),"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       (15)                          (30)                             (44)                           (59)                           (74)                                 (89)                   (103)                  (118)                  (133)            (148)                  (162)                                                     (15)                          (30)                             (44)                           (59)                           (74)                                 (89)                   (103)                  (118)                  (133)            (148)                  (162)                                                     (15)                          (30)                             (44)                           (59)                           (74)                                 (89)                   (103)                  (118)                  (133)            (148)                  (162)(lb-ft)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       (15)                            (30)                              (44)                             (59)                             (74)                                   (89)                    (103)                   (118)                   (133)             (148)                   (162)                                                  (lb-ft)(lb-ft)(lb-ft)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Maximum Pressure 7 bar (102 psi)                                                                                                                                                                                                                                               Weight of thruster only - 0.39kg (0.86 lb)(lb-ft)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             (15)                            (30)                              (44)                             (59)                             (74)                                   (89)                    (103)                   (118)                   (133)             (148)                   (162)Maximum Braking Force = 0.76kN @ 7 barVolume displacement of thruster at full
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   (170.85 lbf @102 psi)                 stroke = 21ml (0.71 fl oz)(lb-ft)",unreviewed extraction; not a design input
twiflex,644a8ed2bafcf3c662d28f8464a6b1c717abb65c356e1a00cfb5b38cb38b47db,https://www.twiflex.com/-/media/project/altramotion/shared/files/literature/brand/twiflex-limited/catalogs/p-1648-tf.pdf?rev=920b53b1879149a08c1962382d264058,11,(15)                            (30)                              (44)                             (59)                             (74)                                   (89)                    (103)                   (118)                   (133)             (148)                   (162)Maximum Braking Force = 0.76kN @ 7 barVolume displacement of thruster at full,"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       (15)                            (30)                              (44)                             (59)                             (74)                                   (89)                    (103)                   (118)                   (133)             (148)                   (162)                                                  (lb-ft)(lb-ft)(lb-ft)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Maximum Pressure 7 bar (102 psi)                                                                                                                                                                                                                                               Weight of thruster only - 0.39kg (0.86 lb)(lb-ft)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             (15)                            (30)                              (44)                             (59)                             (74)                                   (89)                    (103)                   (118)                   (133)             (148)                   (162)Maximum Braking Force = 0.76kN @ 7 barVolume displacement of thruster at full
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   (170.85 lbf @102 psi)                 stroke = 21ml (0.71 fl oz)(lb-ft)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Weight of caliper and thruster - 1.89kg (4.17 lb)",unreviewed extraction; not a design input
twiflex,644a8ed2bafcf3c662d28f8464a6b1c717abb65c356e1a00cfb5b38cb38b47db,https://www.twiflex.com/-/media/project/altramotion/shared/files/literature/brand/twiflex-limited/catalogs/p-1648-tf.pdf?rev=920b53b1879149a08c1962382d264058,11,1.88kN @ 0.8kN force on lever                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                (4.69 lb)(lb-ft),"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               (lb-ft)(lb-ft)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   (37)                            (74)                             (111)                     (148)                 (184)                        (221)                     (258)                    (295)                   (332)                    (369)                  (406)Maximum Braking Force =  Weight of caliper and lever assembly - 2.13kg
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         1.88kN @ 0.8kN force on lever                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                (4.69 lb)(lb-ft)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         (37)                            (74)                             (111)                     (148)                 (184)                        (221)                     (258)                    (295)                   (332)                    (369)                  (406)(422.64 @ 179.84 lbf)Weight of lever assembly only - 0.63kg (1.39 lb)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     (lb-ft)",unreviewed extraction; not a design input
twiflex,644a8ed2bafcf3c662d28f8464a6b1c717abb65c356e1a00cfb5b38cb38b47db,https://www.twiflex.com/-/media/project/altramotion/shared/files/literature/brand/twiflex-limited/catalogs/p-1648-tf.pdf?rev=920b53b1879149a08c1962382d264058,11,(90)(45)                                              Maximum Braking Force = 1.01kN (227.06 lbf)                                                                                                                                                                                                                                                    Weight of hand wheel assembly only - 1.03kg,"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              (135)(90)                                                                                                                                                                                                    (37)                                                                            (74)                                                                     (111)                                                               (148)                                                                     (184)                                                       (221)                                                                                                                       (37)                                                                            (74)                                                                     (111)                                                               (148)                                                                     (184)                                                       (221)(lb-ft)(lb-ft)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     (37)                                                                                 (74)                                                                          (111)                                                                  (148)                                                                         (184)                                                          (221)(lb-ft)(lb-ft)(lb-ft)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   (90)(45)                                              Maximum Braking Force = 1.01kN (227.06 lbf)                                                                                                                                                                                                                                                    Weight of hand wheel assembly only - 1.03kg
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Weight of caliper and hand wheel                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      (2.27 lb)(lb-ft)
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   (45)                                                                                                                               (37)                                                                                 (74)                                                                          (111)                                                                  (148)                                                                         (184)                                                          (221)assembly - 2.53kg (5.58 lb)",unreviewed extraction; not a design input
